Code géographique,Libellé géographique,Statut de la commune 2017,Département,Région
10004,Allibaudières,R,10,44
10005,Amance,R,10,44
10006,Arcis-sur-Aube,C,10,44
10007,Arconville,R,10,44
10008,Argançon,R,10,44
10009,Arrelles,R,10,44
10010,Arrembécourt,R,10,44
10011,Arrentières,R,10,44
10012,Arsonval,R,10,44
10013,Assenay,R,10,44
10014,Assencières,R,10,44
10015,Aubeterre,R,10,44
10017,Aulnay,R,10,44
10018,Auxon,R,10,44
10019,Val-d'Auzon,R,10,44
10020,Avant-lès-Marcilly,R,10,44
10021,Avant-lès-Ramerupt,R,10,44
10022,Avirey-Lingey,R,10,44
10023,Avon-la-Pèze,R,10,44
10024,Avreuil,R,10,44
10025,Bagneux-la-Fosse,R,10,44
10026,Bailly-le-Franc,R,10,44
10027,Balignicourt,R,10,44
10028,Balnot-la-Grange,R,10,44
10029,Balnot-sur-Laignes,R,10,44
10030,Barberey-Saint-Sulpice,B,10,44
10031,Barbuise,R,10,44
10032,Baroville,R,10,44
10033,Bar-sur-Aube,C,10,44
10034,Bar-sur-Seine,I,10,44
10035,Bayel,R,10,44
10037,Bercenay-en-Othe,R,10,44
10038,Bercenay-le-Hayer,R,10,44
10039,Bergères,R,10,44
10040,Bernon,R,10,44
10041,Bertignolles,R,10,44
10042,Bérulle,R,10,44
10043,Bessy,R,10,44
10044,Bétignicourt,R,10,44
10045,Beurey,R,10,44
10046,Blaincourt-sur-Aube,R,10,44
10047,Blignicourt,R,10,44
10048,Bligny,R,10,44
10049,Les Bordes-Aumont,R,10,44
10050,Bossancourt,R,10,44
10051,Bouilly,R,10,44
10052,Boulages,R,10,44
10053,Bouranton,R,10,44
10054,Bourdenay,R,10,44
10055,Bourguignons,R,10,44
10056,Bouy-Luxembourg,R,10,44
10057,Bouy-sur-Orvin,R,10,44
10058,Bragelogne-Beauvoir,R,10,44
10059,Braux,R,10,44
10060,Bréviandes,B,10,44
10061,Brévonnes,R,10,44
10062,Briel-sur-Barse,R,10,44
10063,Brienne-la-Vieille,B,10,44
10064,Brienne-le-Château,C,10,44
10065,Brillecourt,R,10,44
10066,Bucey-en-Othe,R,10,44
10067,Buchères,B,10,44
10068,Buxeuil,R,10,44
10069,Buxières-sur-Arce,R,10,44
10070,Celles-sur-Ource,R,10,44
10071,Chacenay,R,10,44
10072,La Chaise,R,10,44
10073,Chalette-sur-Voire,R,10,44
10074,Chamoy,R,10,44
10075,Champfleury,R,10,44
10076,Champignol-lez-Mondeville,R,10,44
10077,Champigny-sur-Aube,R,10,44
10078,Champ-sur-Barse,R,10,44
10079,Channes,R,10,44
10080,Chaource,R,10,44
10081,La Chapelle-Saint-Luc,B,10,44
10082,Chapelle-Vallon,R,10,44
10083,Chappes,R,10,44
10084,Charmont-sous-Barbuise,R,10,44
10085,Charmoy,R,10,44
10086,Charny-le-Bachot,R,10,44
10087,Chaserey,R,10,44
10089,Châtres,R,10,44
10090,Chauchigny,R,10,44
10091,Chaudrey,R,10,44
10092,Chauffour-lès-Bailly,R,10,44
10093,Chaumesnil,R,10,44
10094,Chavanges,R,10,44
10095,Le Chêne,R,10,44
10096,Chennegy,R,10,44
10097,Chervey,R,10,44
10098,Chesley,R,10,44
10099,Chessy-les-Prés,R,10,44
10100,Clérey,R,10,44
10101,Coclois,R,10,44
10102,Colombé-la-Fosse,R,10,44
10103,Colombé-le-Sec,R,10,44
10104,Cormost,R,10,44
10105,Courcelles-sur-Voire,R,10,44
10106,Courceroy,R,10,44
10107,Coursan-en-Othe,R,10,44
10108,Courtaoult,R,10,44
10109,Courtenot,R,10,44
10110,Courteranges,R,10,44
10111,Courteron,R,10,44
10112,Coussegrey,R,10,44
10113,Couvignon,R,10,44
10114,Crancey,R,10,44
10115,Creney-près-Troyes,B,10,44
10116,Crésantignes,R,10,44
10117,Crespy-le-Neuf,R,10,44
10118,Les Croûtes,R,10,44
10119,Cunfin,R,10,44
10120,Cussangy,R,10,44
10121,Dampierre,R,10,44
10122,Davrey,R,10,44
10123,Dienville,R,10,44
10124,Dierrey-Saint-Julien,R,10,44
10125,Dierrey-Saint-Pierre,R,10,44
10126,Dolancourt,R,10,44
10127,Dommartin-le-Coq,R,10,44
10128,Donnement,R,10,44
10129,Dosches,R,10,44
10130,Dosnon,R,10,44
10131,Droupt-Saint-Basle,R,10,44
10132,Droupt-Sainte-Marie,R,10,44
10133,Eaux-Puiseaux,R,10,44
10134,Échemines,R,10,44
10135,Éclance,R,10,44
10136,Éguilly-sous-Bois,R,10,44
10137,Engente,R,10,44
10138,Épagne,R,10,44
10139,Épothémont,R,10,44
10140,Ervy-le-Châtel,R,10,44
10141,Essoyes,R,10,44
10142,Estissac,R,10,44
10143,Étourvy,R,10,44
10144,Étrelles-sur-Aube,R,10,44
10145,Faux-Villecerf,R,10,44
10146,Fay-lès-Marcilly,R,10,44
10147,Fays-la-Chapelle,R,10,44
10148,Ferreux-Quincey,R,10,44
10149,Feuges,R,10,44
10150,Fontaine,R,10,44
10151,Fontaine-les-Grès,R,10,44
10153,Fontaine-Mâcon,R,10,44
10154,Fontenay-de-Bossery,R,10,44
10155,Fontette,R,10,44
10156,Fontvannes,R,10,44
10157,La Fosse-Corduan,R,10,44
10158,Fouchères,R,10,44
10159,Fralignes,R,10,44
10160,Fravaux,R,10,44
10161,Fresnay,R,10,44
10162,Fresnoy-le-Château,R,10,44
10163,Fuligny,R,10,44
10164,Gélannes,R,10,44
10165,Géraudot,R,10,44
10166,Les Grandes-Chapelles,R,10,44
10167,Grandville,R,10,44
10168,Les Granges,R,10,44
10169,Gumery,R,10,44
10170,Gyé-sur-Seine,R,10,44
10171,Hampigny,R,10,44
10172,Herbisse,R,10,44
10173,Isle-Aumont,R,10,44
10174,Isle-Aubigny,R,10,44
10175,Jasseines,R,10,44
10176,Jaucourt,R,10,44
10177,Javernant,R,10,44
10178,Jessains,R,10,44
10179,Jeugny,R,10,44
10180,Joncreuil,R,10,44
10181,Jully-sur-Sarce,R,10,44
10182,Juvancourt,R,10,44
10183,Juvanzé,R,10,44
10184,Juzanvigny,R,10,44
10185,Lagesse,R,10,44
10186,Laines-aux-Bois,R,10,44
10187,Landreville,R,10,44
10188,Lantages,R,10,44
10189,Lassicourt,R,10,44
10190,Laubressel,R,10,44
10191,Lavau,B,10,44
10192,Lentilles,R,10,44
10193,Lesmont,R,10,44
10194,Lévigny,R,10,44
10195,Lhuître,R,10,44
10196,Lignières,R,10,44
10197,Lignol-le-Château,R,10,44
10198,Lirey,R,10,44
10199,Loches-sur-Ource,R,10,44
10200,La Loge-aux-Chèvres,R,10,44
10201,La Loge-Pomblin,R,10,44
10202,Les Loges-Margueron,R,10,44
10203,Longchamp-sur-Aujon,R,10,44
10204,Longeville-sur-Mogne,R,10,44
10205,Longpré-le-Sec,R,10,44
10206,Longsols,R,10,44
10207,Longueville-sur-Aube,R,10,44
10208,La Louptière-Thénard,R,10,44
10209,Lusigny-sur-Barse,R,10,44
10210,Luyères,R,10,44
10211,Macey,R,10,44
10212,Machy,R,10,44
10213,Magnant,R,10,44
10214,Magnicourt,R,10,44
10215,Magny-Fouchard,R,10,44
10216,Mailly-le-Camp,R,10,44
10217,Maison-des-Champs,R,10,44
10218,Maisons-lès-Chaource,R,10,44
10219,Maisons-lès-Soulaines,R,10,44
10220,Maizières-la-Grande-Paroisse,B,10,44
10221,Maizières-lès-Brienne,R,10,44
10222,Maraye-en-Othe,R,10,44
10223,Marcilly-le-Hayer,R,10,44
10224,Marigny-le-Châtel,R,10,44
10225,Marnay-sur-Seine,R,10,44
10226,Marolles-lès-Bailly,R,10,44
10227,Marolles-sous-Lignières,R,10,44
10228,Mathaux,R,10,44
10229,Maupas,R,10,44
10230,Mergey,R,10,44
10231,Le Mériot,R,10,44
10232,Merrey-sur-Arce,R,10,44
10233,Méry-sur-Seine,R,10,44
10234,Mesgrigny,R,10,44
10235,Mesnil-la-Comtesse,R,10,44
10236,Mesnil-Lettre,R,10,44
10237,Mesnil-Saint-Loup,R,10,44
10238,Mesnil-Saint-Père,R,10,44
10239,Mesnil-Sellières,R,10,44
10240,Messon,R,10,44
10241,Metz-Robert,R,10,44
10242,Meurville,R,10,44
10243,Molins-sur-Aube,R,10,44
10245,Montaulin,R,10,44
10246,Montceaux-lès-Vaudes,R,10,44
10247,Montfey,R,10,44
10248,Montgueux,R,10,44
10249,Montiéramey,R,10,44
10250,Montier-en-l'Isle,R,10,44
10251,Montigny-les-Monts,R,10,44
10252,Montmartin-le-Haut,R,10,44
10253,Montmorency-Beaufort,R,10,44
10254,Montpothier,R,10,44
10255,Montreuil-sur-Barse,R,10,44
10256,Montsuzain,R,10,44
10257,Morembert,R,10,44
10258,Morvilliers,R,10,44
10259,La Motte-Tilly,R,10,44
10260,Moussey,R,10,44
10261,Mussy-sur-Seine,R,10,44
10262,Neuville-sur-Seine,R,10,44
10263,Neuville-sur-Vanne,R,10,44
10264,Noé-les-Mallets,R,10,44
10265,Les Noës-près-Troyes,B,10,44
10266,Nogent-en-Othe,R,10,44
10267,Nogent-sur-Aube,R,10,44
10268,Nogent-sur-Seine,I,10,44
10269,Nozay,R,10,44
10270,Onjon,R,10,44
10271,Origny-le-Sec,R,10,44
10272,Ormes,R,10,44
10273,Ortillon,R,10,44
10274,Orvilliers-Saint-Julien,R,10,44
10275,Ossey-les-Trois-Maisons,R,10,44
10276,Paisy-Cosdon,B,10,44
10278,Pargues,R,10,44
10279,Pars-lès-Chavanges,R,10,44
10280,Pars-lès-Romilly,B,10,44
10281,Le Pavillon-Sainte-Julie,R,10,44
10282,Payns,R,10,44
10283,Pel-et-Der,R,10,44
10284,Périgny-la-Rose,R,10,44
10285,Perthes-lès-Brienne,R,10,44
10286,Petit-Mesnil,R,10,44
10287,Piney,R,10,44
10288,Plaines-Saint-Lange,R,10,44
10289,Plancy-l'Abbaye,R,10,44
10290,Planty,R,10,44
10291,Plessis-Barbuise,R,10,44
10293,Poivres,R,10,44
10294,Poligny,R,10,44
10295,Polisot,R,10,44
10296,Polisy,R,10,44
10297,Pont-Sainte-Marie,B,10,44
10298,Pont-sur-Seine,R,10,44
10299,Pouan-les-Vallées,R,10,44
10300,Pougy,R,10,44
10301,Pouy-sur-Vannes,R,10,44
10302,Praslin,R,10,44
10303,Précy-Notre-Dame,R,10,44
10304,Précy-Saint-Martin,R,10,44
10305,Prémierfait,R,10,44
10306,Proverville,B,10,44
10307,Prugny,R,10,44
10308,Prunay-Belleville,R,10,44
10309,Prusy,R,10,44
10310,Puits-et-Nuisement,R,10,44
10312,Racines,R,10,44
10313,Radonvilliers,R,10,44
10314,Ramerupt,R,10,44
10315,Rances,R,10,44
10316,Rhèges,R,10,44
10317,Les Riceys,R,10,44
10318,Rigny-la-Nonneuse,R,10,44
10319,Rigny-le-Ferron,R,10,44
10320,Rilly-Sainte-Syre,R,10,44
10321,La Rivière-de-Corps,B,10,44
10323,Romilly-sur-Seine,C,10,44
10324,Roncenay,R,10,44
10325,Rosières-près-Troyes,B,10,44
10326,Rosnay-l'Hôpital,R,10,44
10327,La Rothière,R,10,44
10328,Rouilly-Sacey,R,10,44
10329,Rouilly-Saint-Loup,R,10,44
10330,Rouvres-les-Vignes,R,10,44
10331,Rumilly-lès-Vaudes,R,10,44
10332,Ruvigny,R,10,44
10333,Saint-André-les-Vergers,B,10,44
10334,Saint-Aubin,R,10,44
10335,Saint-Benoist-sur-Vanne,R,10,44
10336,Saint-Benoît-sur-Seine,R,10,44
10337,Saint-Christophe-Dodinicourt,R,10,44
10338,Saint-Étienne-sous-Barbuise,R,10,44
10339,Saint-Flavy,R,10,44
10340,Saint-Germain,B,10,44
10341,Saint-Hilaire-sous-Romilly,R,10,44
10342,Saint-Jean-de-Bonneval,R,10,44
10343,Saint-Julien-les-Villas,B,10,44
10344,Saint-Léger-près-Troyes,R,10,44
10345,Saint-Léger-sous-Brienne,R,10,44
10346,Saint-Léger-sous-Margerie,R,10,44
10347,Saint-Loup-de-Buffigny,R,10,44
10348,Saint-Lupien,R,10,44
10349,Saint-Lyé,I,10,44
10350,Saint-Mards-en-Othe,R,10,44
10351,Saint-Martin-de-Bossenay,R,10,44
10352,Sainte-Maure,B,10,44
10353,Saint-Mesmin,R,10,44
10354,Saint-Nabord-sur-Aube,R,10,44
10355,Saint-Nicolas-la-Chapelle,R,10,44
10356,Saint-Oulph,R,10,44
10357,Saint-Parres-aux-Tertres,B,10,44
10358,Saint-Parres-lès-Vaudes,R,10,44
10359,Saint-Phal,R,10,44
10360,Saint-Pouange,R,10,44
10361,Saint-Remy-sous-Barbuise,R,10,44
10362,Sainte-Savine,B,10,44
10363,Saint-Thibault,R,10,44
10364,Saint-Usage,R,10,44
10365,Salon,R,10,44
10366,Saulcy,R,10,44
10367,La Saulsotte,R,10,44
10368,Savières,R,10,44
10369,Semoine,R,10,44
10370,Soligny-les-Étangs,R,10,44
10371,Sommeval,R,10,44
10372,Soulaines-Dhuys,R,10,44
10373,Souligny,R,10,44
10374,Spoy,R,10,44
10375,Thennelières,R,10,44
10376,Thieffrain,R,10,44
10377,Thil,R,10,44
10378,Thors,R,10,44
10379,Torcy-le-Grand,B,10,44
10380,Torcy-le-Petit,R,10,44
10381,Torvilliers,R,10,44
10382,Traînel,R,10,44
10383,Trancault,R,10,44
10384,Trannes,R,10,44
10386,Trouans,R,10,44
10387,Troyes,C,10,44
10388,Turgy,R,10,44
10389,Unienville,R,10,44
10390,Urville,R,10,44
10391,Vailly,R,10,44
10392,Vallant-Saint-Georges,R,10,44
10393,Vallentigny,R,10,44
10394,Vallières,R,10,44
10395,Vanlay,R,10,44
10396,Vauchassis,R,10,44
10397,Vauchonvilliers,R,10,44
10398,Vaucogne,R,10,44
10399,Vaudes,R,10,44
10400,Vaupoisson,R,10,44
10401,Vendeuvre-sur-Barse,I,10,44
10402,La Vendue-Mignot,R,10,44
10403,Vernonvilliers,R,10,44
10404,Verpillières-sur-Ource,R,10,44
10405,Verricourt,R,10,44
10406,Verrières,B,10,44
10408,Viâpres-le-Petit,R,10,44
10409,Villacerf,R,10,44
10410,Villadin,R,10,44
10411,La Ville-aux-Bois,R,10,44
10412,Villechétif,B,10,44
10414,Villeloup,R,10,44
10416,Villemereuil,R,10,44
10417,Villemoiron-en-Othe,R,10,44
10418,Villemorien,R,10,44
10419,Villemoyenne,R,10,44
10420,Villenauxe-la-Grande,I,10,44
10421,La Villeneuve-au-Châtelot,R,10,44
10422,Villeneuve-au-Chemin,R,10,44
10423,La Villeneuve-au-Chêne,R,10,44
10424,Villeret,R,10,44
10425,Villery,R,10,44
10426,Ville-sous-la-Ferté,R,10,44
10427,Ville-sur-Arce,R,10,44
10428,Ville-sur-Terre,R,10,44
10429,Villette-sur-Aube,R,10,44
10430,Villiers-Herbisse,R,10,44
10431,Villiers-le-Bois,R,10,44
10432,Villiers-sous-Praslin,R,10,44
10433,Villy-en-Trodes,R,10,44
10434,Villy-le-Bois,R,10,44
10435,Villy-le-Maréchal,R,10,44
10436,Vinets,R,10,44
10437,Virey-sous-Bar,R,10,44
10438,Vitry-le-Croisé,R,10,44
10439,Viviers-sur-Artaut,R,10,44
10440,Voigny,R,10,44
10441,Vosnon,R,10,44
10442,Voué,R,10,44
10443,Vougrey,R,10,44
10444,Vulaines,R,10,44
10445,Yèvres-le-Petit,R,10,44
11001,Aigues-Vives,R,11,76
11002,Airoux,R,11,76
11003,Ajac,R,11,76
11004,Alaigne,R,11,76
11005,Alairac,R,11,76
11006,Albas,R,11,76
11007,Albières,R,11,76
11008,Alet-les-Bains,R,11,76
11009,Alzonne,R,11,76
11010,Antugnac,R,11,76
11011,Aragon,R,11,76
11012,Argeliers,R,11,76
11013,Argens-Minervois,R,11,76
11014,Armissan,R,11,76
11015,Arques,R,11,76
11016,Arquettes-en-Val,R,11,76
11017,Artigues,R,11,76
11018,Arzens,R,11,76
11019,Aunat,R,11,76
11020,Auriac,R,11,76
11021,Axat,R,11,76
11022,Azille,R,11,76
11023,Badens,R,11,76
11024,Bages,R,11,76
11025,Bagnoles,R,11,76
11026,Baraigne,R,11,76
11027,Barbaira,R,11,76
11028,Belcaire,R,11,76
11029,Belcastel-et-Buc,R,11,76
11030,Belflou,R,11,76
11031,Belfort-sur-Rebenty,R,11,76
11032,Bellegarde-du-Razès,R,11,76
11033,Belpech,R,11,76
11034,Belvèze-du-Razès,R,11,76
11035,Belvianes-et-Cavirac,R,11,76
11036,Belvis,R,11,76
11037,Berriac,B,11,76
11038,Bessède-de-Sault,R,11,76
11039,La Bezole,R,11,76
11040,Bizanet,R,11,76
11041,Bize-Minervois,R,11,76
11042,Blomac,R,11,76
11043,Bouilhonnac,R,11,76
11044,Bouisse,R,11,76
11045,Bouriège,R,11,76
11046,Bourigeole,R,11,76
11047,Le Bousquet,R,11,76
11048,Boutenac,R,11,76
11049,Bram,I,11,76
11051,Brézilhac,R,11,76
11052,Brousses-et-Villaret,R,11,76
11053,Brugairolles,R,11,76
11054,Les Brunels,R,11,76
11055,Bugarach,R,11,76
11056,Cabrespine,R,11,76
11057,Cahuzac,R,11,76
11058,Cailhau,R,11,76
11059,Cailhavel,R,11,76
11060,Cailla,R,11,76
11061,Cambieure,R,11,76
11062,Campagna-de-Sault,R,11,76
11063,Campagne-sur-Aude,B,11,76
11064,Camplong-d'Aude,R,11,76
11065,Camps-sur-l'Agly,R,11,76
11066,Camurac,R,11,76
11067,Canet,R,11,76
11068,Capendu,R,11,76
11069,Carcassonne,C,11,76
11070,Carlipa,R,11,76
11071,Cascastel-des-Corbières,R,11,76
11072,La Cassaigne,R,11,76
11073,Cassaignes,R,11,76
11074,Les Cassés,R,11,76
11075,Castans,R,11,76
11076,Castelnaudary,C,11,76
11077,Castelnau-d'Aude,R,11,76
11078,Castelreng,R,11,76
11079,Caudebronde,R,11,76
11080,Val de Lambronne,R,11,76
11081,Caunes-Minervois,R,11,76
11082,Caunette-sur-Lauquet,R,11,76
11083,Caunettes-en-Val,R,11,76
11084,Caux-et-Sauzens,R,11,76
11085,Cavanac,R,11,76
11086,Caves,R,11,76
11087,Cazalrenoux,R,11,76
11088,Cazilhac,B,11,76
11089,Cenne-Monestiés,R,11,76
11090,Cépie,R,11,76
11091,Chalabre,R,11,76
11092,Citou,R,11,76
11093,Le Clat,R,11,76
11094,Clermont-sur-Lauquet,R,11,76
11095,Comigne,R,11,76
11096,Comus,R,11,76
11098,Conilhac-Corbières,R,11,76
11099,Conques-sur-Orbiel,C,11,76
11100,Corbières,R,11,76
11101,Coudons,R,11,76
11102,Couffoulens,R,11,76
11103,Couiza,C,11,76
11104,Counozouls,R,11,76
11105,Cournanel,B,11,76
11106,Coursan,I,11,76
11107,Courtauly,R,11,76
11108,La Courtète,R,11,76
11109,Coustaussa,B,11,76
11110,Coustouge,R,11,76
11111,Cruscades,R,11,76
11112,Cubières-sur-Cinoble,R,11,76
11113,Cucugnan,R,11,76
11114,Cumiès,R,11,76
11115,Cuxac-Cabardès,R,11,76
11116,Cuxac-d'Aude,I,11,76
11117,Davejean,R,11,76
11118,Dernacueillette,R,11,76
11119,La Digne-d'Amont,R,11,76
11120,La Digne-d'Aval,B,11,76
11121,Donazac,R,11,76
11122,Douzens,R,11,76
11123,Duilhac-sous-Peyrepertuse,R,11,76
11124,Durban-Corbières,R,11,76
11125,Embres-et-Castelmaure,R,11,76
11126,Escales,R,11,76
11127,Escouloubre,R,11,76
11128,Escueillens-et-Saint-Just-de-Bélengard,R,11,76
11129,Espéraza,C,11,76
11130,Espezel,R,11,76
11131,Val-du-Faby,R,11,76
11132,Fabrezan,R,11,76
11133,Fajac-en-Val,R,11,76
11134,Fajac-la-Relenque,R,11,76
11135,La Fajolle,R,11,76
11136,Fanjeaux,R,11,76
11137,Félines-Termenès,R,11,76
11138,Fendeille,R,11,76
11139,Fenouillet-du-Razès,R,11,76
11140,Ferrals-les-Corbières,R,11,76
11141,Ferran,R,11,76
11142,Festes-et-Saint-André,R,11,76
11143,Feuilla,R,11,76
11144,Fitou,R,11,76
11145,Fleury,C,11,76
11146,Floure,R,11,76
11147,Fontanès-de-Sault,R,11,76
11148,Fontcouverte,R,11,76
11149,Fonters-du-Razès,R,11,76
11150,Fontiers-Cabardès,R,11,76
11151,Fontiès-d'Aude,R,11,76
11152,Fontjoncouse,R,11,76
11153,La Force,R,11,76
11154,Fournes-Cabardès,R,11,76
11155,Fourtou,R,11,76
11156,Fraisse-Cabardès,R,11,76
11157,Fraissé-des-Corbières,R,11,76
11158,Gaja-et-Villedieu,R,11,76
11159,Gaja-la-Selve,R,11,76
11160,Galinagues,R,11,76
11161,Gardie,R,11,76
11162,Generville,R,11,76
11163,Gincla,R,11,76
11164,Ginestas,R,11,76
11165,Ginoles,B,11,76
11166,Gourvieille,R,11,76
11167,Gramazie,R,11,76
11168,Granès,R,11,76
11169,Greffeil,R,11,76
11170,Gruissan,I,11,76
11172,Homps,B,11,76
11173,Hounoux,R,11,76
11174,Les Ilhes,R,11,76
11175,Issel,R,11,76
11176,Jonquières,R,11,76
11177,Joucou,R,11,76
11178,Labastide-d'Anjou,R,11,76
11179,Labastide-en-Val,R,11,76
11180,Labastide-Esparbairenque,R,11,76
11181,Labécède-Lauragais,R,11,76
11182,Lacombe,R,11,76
11183,Ladern-sur-Lauquet,R,11,76
11184,Lafage,R,11,76
11185,Lagrasse,R,11,76
11186,Lairière,R,11,76
11187,Lanet,R,11,76
11188,La Palme,R,11,76
11189,Laprade,R,11,76
11190,La Redorte,R,11,76
11191,Laroque-de-Fa,R,11,76
11192,Lasbordes,R,11,76
11193,Lasserre-de-Prouille,R,11,76
11194,Lastours,R,11,76
11195,Laurabuc,R,11,76
11196,Laurac,R,11,76
11197,Lauraguel,R,11,76
11198,Laure-Minervois,R,11,76
11199,Lavalette,R,11,76
11200,Lespinassière,R,11,76
11201,Leuc,R,11,76
11202,Leucate,R,11,76
11203,Lézignan-Corbières,I,11,76
11204,Lignairolles,R,11,76
11205,Limousis,R,11,76
11206,Limoux,C,11,76
11207,Loupia,R,11,76
11208,La Louvière-Lauragais,R,11,76
11209,Luc-sur-Aude,R,11,76
11210,Luc-sur-Orbieu,R,11,76
11211,Magrie,B,11,76
11212,Mailhac,R,11,76
11213,Maisons,R,11,76
11214,Malras,R,11,76
11215,Malves-en-Minervois,R,11,76
11216,Malviès,R,11,76
11217,Marcorignan,R,11,76
11218,Marquein,R,11,76
11219,Marsa,R,11,76
11220,Marseillette,R,11,76
11221,Les Martys,R,11,76
11222,Mas-Cabardès,R,11,76
11223,Mas-des-Cours,R,11,76
11224,Massac,R,11,76
11225,Mas-Saintes-Puelles,R,11,76
11226,Mayreville,R,11,76
11227,Mayronnes,R,11,76
11228,Mazerolles-du-Razès,R,11,76
11229,Mazuby,R,11,76
11230,Mérial,R,11,76
11231,Mézerville,R,11,76
11232,Miraval-Cabardès,R,11,76
11233,Mirepeisset,R,11,76
11234,Mireval-Lauragais,R,11,76
11235,Missègre,R,11,76
11236,Molandier,R,11,76
11238,Molleville,R,11,76
11239,Montauriol,R,11,76
11240,Montazels,B,11,76
11241,Montbrun-des-Corbières,R,11,76
11242,Montclar,R,11,76
11243,Montferrand,R,11,76
11244,Montfort-sur-Boulzane,R,11,76
11245,Montgaillard,R,11,76
11246,Montgradail,R,11,76
11247,Monthaut,R,11,76
11248,Montirat,R,11,76
11249,Montjardin,R,11,76
11250,Montjoi,R,11,76
11251,Val-de-Dagne,R,11,76
11252,Montmaur,R,11,76
11253,Montolieu,R,11,76
11254,Montréal,R,11,76
11255,Montredon-des-Corbières,R,11,76
11256,Montséret,R,11,76
11257,Monze,R,11,76
11258,Moussan,R,11,76
11259,Moussoulens,R,11,76
11260,Mouthoumet,R,11,76
11261,Moux,R,11,76
11262,Narbonne,I,11,76
11263,Nébias,R,11,76
11264,Névian,R,11,76
11265,Niort-de-Sault,R,11,76
11266,Port-la-Nouvelle,I,11,76
11267,Ornaisons,R,11,76
11268,Orsans,R,11,76
11269,Ouveillan,R,11,76
11270,Padern,R,11,76
11271,Palairac,R,11,76
11272,Palaja,I,11,76
11273,Paraza,R,11,76
11274,Pauligne,R,11,76
11275,Payra-sur-l'Hers,R,11,76
11276,Paziols,R,11,76
11277,Pécharic-et-le-Py,R,11,76
11278,Pech-Luna,R,11,76
11279,Pennautier,I,11,76
11280,Pépieux,R,11,76
11281,Pexiora,R,11,76
11282,Peyrefitte-du-Razès,R,11,76
11283,Peyrefitte-sur-l'Hers,R,11,76
11284,Peyrens,R,11,76
11285,Peyriac-de-Mer,R,11,76
11286,Peyriac-Minervois,B,11,76
11287,Peyrolles,R,11,76
11288,Pezens,R,11,76
11289,Pieusse,B,11,76
11290,Plaigne,R,11,76
11291,Plavilla,R,11,76
11292,La Pomarède,R,11,76
11293,Pomas,R,11,76
11294,Pomy,R,11,76
11295,Portel-des-Corbières,R,11,76
11296,Pouzols-Minervois,R,11,76
11297,Pradelles-Cabardès,R,11,76
11299,Preixan,R,11,76
11300,Puginier,R,11,76
11301,Puichéric,R,11,76
11302,Puilaurens,R,11,76
11303,Puivert,R,11,76
11304,Quillan,C,11,76
11305,Quintillan,R,11,76
11306,Quirbajou,R,11,76
11307,Raissac-d'Aude,R,11,76
11308,Raissac-sur-Lampy,R,11,76
11309,Rennes-le-Château,R,11,76
11310,Rennes-les-Bains,R,11,76
11311,Ribaute,R,11,76
11312,Ribouisse,R,11,76
11313,Ricaud,R,11,76
11314,Rieux-en-Val,R,11,76
11315,Rieux-Minervois,C,11,76
11316,Rivel,R,11,76
11317,Rodome,R,11,76
11318,Roquecourbe-Minervois,R,11,76
11319,Roquefère,R,11,76
11320,Roquefeuil,R,11,76
11321,Roquefort-de-Sault,R,11,76
11322,Roquefort-des-Corbières,R,11,76
11323,Roquetaillade-et-Conilhac,R,11,76
11324,Roubia,R,11,76
11325,Rouffiac-d'Aude,R,11,76
11326,Rouffiac-des-Corbières,R,11,76
11327,Roullens,R,11,76
11328,Routier,R,11,76
11330,Rustiques,R,11,76
11331,Saint-Amans,R,11,76
11332,Saint-André-de-Roquelongue,R,11,76
11333,Saint-Benoît,R,11,76
11334,Sainte-Camelle,R,11,76
11335,Sainte-Colombe-sur-Guette,R,11,76
11336,Sainte-Colombe-sur-l'Hers,R,11,76
11337,Saint-Couat-d'Aude,R,11,76
11338,Saint-Couat-du-Razès,R,11,76
11339,Saint-Denis,R,11,76
11340,Sainte-Eulalie,R,11,76
11341,Saint-Ferriol,R,11,76
11342,Saint-Frichoux,R,11,76
11343,Saint-Gaudéric,R,11,76
11344,Saint-Hilaire,R,11,76
11345,Saint-Jean-de-Barrou,R,11,76
11346,Saint-Jean-de-Paracol,R,11,76
11347,Saint-Julia-de-Bec,R,11,76
11348,Saint-Julien-de-Briola,R,11,76
11350,Saint-Just-et-le-Bézu,R,11,76
11351,Saint-Laurent-de-la-Cabrerisse,R,11,76
11352,Saint-Louis-et-Parahou,R,11,76
11353,Saint-Marcel-sur-Aude,B,11,76
11354,Saint-Martin-des-Puits,R,11,76
11355,Saint-Martin-de-Villereglan,R,11,76
11356,Saint-Martin-Lalande,R,11,76
11357,Saint-Martin-le-Vieil,R,11,76
11358,Saint-Martin-Lys,R,11,76
11359,Saint-Michel-de-Lanès,R,11,76
11360,Saint-Nazaire-d'Aude,C,11,76
11361,Saint-Papoul,R,11,76
11362,Saint-Paulet,R,11,76
11363,Saint-Pierre-des-Champs,R,11,76
11364,Saint-Polycarpe,R,11,76
11365,Saint-Sernin,R,11,76
11366,Sainte-Valière,R,11,76
11367,Saissac,R,11,76
11368,Sallèles-Cabardès,R,11,76
11369,Sallèles-d'Aude,I,11,76
11370,Salles-d'Aude,B,11,76
11371,Salles-sur-l'Hers,R,11,76
11372,Salsigne,R,11,76
